file_name,text
kayas_1.jpg,"Naa ko sa balay"
kayas_2.jpg,"Gutom na ko"
kayas_3.jpg,"Ganahan ko ug kape"
kayas_4.jpg,"Asa ka padulong"
kayas_5.jpg,"Paspas kaayo sya modagan"
kayas_6.jpg,"Dugay nako naghulat"
kayas_7.jpg,"Bugnaw ang tubig"
kayas_8.jpg,"Natulog na ang bata"
kayas_9.jpg,"Adto ko ugma sa ilang balay"
kayas_10.jpg,"Gutom na ang akong iro"
kayas_11.jpg,"Nag ulan kagabi kusog kaayo"
kayas_12.jpg,"Lami kaayo ang pagkaon"
kayas_13.jpg,"Dili ko kabalo ana"
kayas_14.jpg,"Nangaon mi sa gawas ganina"
kayas_15.jpg,"Sige na, mang lakaw nata"
kayas_16.jpg,"Gi kapoy kog dagan-dagan"
kayas_17.jpg,"Wala ko sa opisina ugma"
kayas_18.jpg,"Kinsa imong kauban?"
kayas_19.jpg,"Kinsa ang imong kauban?"
kayas_20.jpg,"Kinamanghuran man ka diba?"
kayas_21.jpg,"Magdala ko ug Payong."
kayas_22.jpg,"ulan kaayo ganina buntag."
kayas_23.jpg,"Bag-o palang ko nakaabot"
kayas_24.jpg,"Mahal ang gasolina karon."
kayas_25.jpg,"Daghan kaayo ang tawo sa merkado"
kayas_26.jpg,"Nawagtangan ko ug cellphone"
kayas_27.jpg,"Mo uli ko ugma sa bukid"
kayas_28.jpg,"Gisugo ko sa akong mama"
kayas_29.jpg,"wala pa siya moabot"
kayas_30.jpg,"Nagsakay mi ug jeep"
kayas_31.jpg,"Maayo ang gasa nga imong gihatag"
kayas_32.jpg,"Busy kaayo kokarong adlaw."
kayas_33.jpg,"Ang bata nagdula og bola sa gawas"
kayas_34.jpg,"Ang iro naglingkod sa kilid sa dalan."
kayas_35.jpg,"Ang babae nagbasa og libro sa bangko."
kayas_36.jpg,"Ang sakyanan nahunong sa parkingan"
kayas_37.jpg,"Ang mga studyante naglingkod sulod sa classroom"
kayas_38.jpg,"Ang motor nagdagan sa karsada"
kayas_39.jpg,"Nag kaon og saging ang bata."
kayas_40.jpg,"Nag luto ko sa kusina ganina."
kayas_41.jpg,"Ang bangka naglutaw sa dagat"
kayas_42.jpg,"Baha ang dalan tungod sa ulan"
kayas_43.jpg,"Estudyante nagsulat sa kuwaderno"
kayas_44.jpg,"Guro nga nagtudlo sa mga studyante"
kayas_45.jpg,"Ganahan kayko sa imo computer set"
kayas_46.jpg,"Daghan pa kaayo ko buhaton ugma"
kayas_47.jpg,"Ganahan ko sa imong puzzle game"
kayas_48.jpg,"Nagkape samtang nagtrabaho."
kayas_49.jpg,"Nag tan-aw gawas sa bintana."
kayas_50.jpg,"Naglaba sa likod sa balay"
kayas_51.jpg,"Nag sakay sa og jeep pauli sa balay."
kayas_52.jpg,"Nindot magsuroy ugma."
kayas_53.jpg,"Gabi-e nako naka uli gahapon"
kayas_54.jpg,"Nanihapon paman mi sa gawas"
kayas_55.jpg,"Nag-abli sa pultahan sa balay"
kayas_56.jpg,"Nagbitbit og grocery gikan sa tindahan"
kayas_57.jpg,"Nag tan-aw sa mapa aron dili masaag"
kayas_58.jpg,"Nag kupot og payong ilawom sa ulan."
kayas_59.jpg,"Nag atiman og tanom sa gawas"
kayas_60.jpg,"Nag palit og tiket sa estasyon"
kayas_61.jpg,"Nag ihaw og isda sa daplin sa baybayon"
kayas_62.jpg,"Nang limpyo pako sa bintana"
kayas_63.jpg,"Maayong buntag sa tanan"
kayas_64.jpg,"Maayong udto sa tanan"
kayas_65.jpg,"Gabi-e napud diay."
dayrit_1.png,"Ang Davao kay dako nga syudad sa Mindanao."
dayrit_2.png,"Lami kaayo mokaon og durian sa Magsaysay."
dayrit_3.png,"Asa naman ka padulong karong hapon?"
dayrit_4.png,"Gwapo jud kaayo ang view sa Mt. Apo."
dayrit_5.png,"Kinahanglan nako mopalit og bugas sa palengke."
dayrit_6.png,"Init kaayo ang panahon diri sa Davao karon."
dayrit_7.png,"Ambot lang jud nimo wala ko kabalo."
dayrit_8.png,"Bitaw no husto jud ka sa imong giingon."
dayrit_9.png,"Mangadto ta sa Samal para maligo og dagat."
dayrit_10.png,"Pagdala og payong kay basin mag-ulan unya."
dayrit_11.png,"Ang edukasyon mao ang yawe sa kalampusan."
dayrit_12.png,"Gusto ko makakat-on og computer vision."
dayrit_13.png,"Sayo ko nimata para mag-andam sa akong gamit."
dayrit_14.png,"Daghan og tao sa People's Park kada Sabado."
dayrit_15.png,"Ayaw kalimot sa pag-ampo sa dili pa matulog."
dayrit_16.png,"Usa ka tuig na nilabay human sa nahitabo."
dayrit_17.png,"Unsa man imong paborito nga sud-an?"
dayrit_18.png,"Tabangan nato ang mga nanginahanglan sa atong dapit."
dayrit_19.png,"Paspas kaayo modagan ang mga bus sa South."
dayrit_20.png,"Murag ulanon man ang langit karong adlawa."
dayrit_21.png,"Hapit na jud ang pista sa Kadayawan."
dayrit_22.png,"Magtuon ta og maayo para sa umaabot nga exam."
dayrit_23.png,"Asa dapit ang pinakalami nga balbacua diri?"
dayrit_24.png,"Gikapoy ko pero kinahanglan pa nako mutrabaho."
dayrit_25.png,"Ang pagpaningkamot makahatag og maayong bunga."
dayrit_26.png,"Palihug ko og hatod ani sa ilaha."
dayrit_27.png,"Wala ko kasabot sa imong gipasabot nako."
dayrit_28.png,"Malipayon kami nga nagpuyo diri sa Dabaw."
dayrit_29.png,"Kinahanglan nato ampingan ang atong kinaiyahan."
dayrit_30.png,"Pagtarong og karga sa imong mga gamit."
dayrit_31.png,"Mas nindot jud kung naay disiplina ang tanan."
dayrit_32.png,"Pila man ang plete gikan diri padulong sa SM?"
dayrit_33.png,"Grabe jud ang trapik sa Panacan karong buntaga."
dayrit_34.png,"Moadto ko sa bangko para mag-deposit og kwarta."
dayrit_35.png,"Ayaw og kumpyansa kay delikado ang dalan."
dayrit_36.png,"Unsa man ang plano nimo karong weekend?"
dayrit_37.png,"Hinaut unta nga maayo ang tanan."
dayrit_38.png,"Ganahan ko mokaon og pomelo gikan sa Davao."
dayrit_39.png,"Ang akong mama kay maayo kaayo moluto."
dayrit_40.png,"Daghan og nindot nga mga tanom sa garden."
dayrit_41.png,"Paghulat lang kadiyot kay padulong na ko."
dayrit_42.png,"Kinsay kaila nimo didto sa opisina?"
dayrit_43.png,"Maayo ang dagan sa negosyo karong tuiga."
dayrit_44.png,"Daghan og saging diri sa atong probinsya."
dayrit_45.png,"Kinahanglan nato og saktong pahuway kada adlaw."
dayrit_46.png,"Nindot paminawon ang kanta sa mga langgam."
dayrit_47.png,"Mag-amping mo kanunay sa inyong pagbiyahe."
dayrit_48.png,"Wala pa ko nakakaon og pamahaw karon."
dayrit_49.png,"Moadto ko sa library para magbasa og libro."
dayrit_50.png,"Kusog kaayo ang hangin sa gawas."
dayrit_51.png,"Palihug ko og kuha sa akong bag didto."
dayrit_52.png,"Kalami jud sa kape kung init pa."
dayrit_53.png,"Daghan og mga bulak nga namulak sa uma."
dayrit_54.png,"Ang among silingan kay buotan kaayo."
dayrit_55.png,"Magkita ta unya sa mall pagkahuman sa klase."
dayrit_56.png,"Ayaw kalimot sa pag-lock sa pultahan."
dayrit_57.png,"Unsa man ang balita karong adlawa?"
dayrit_58.png,"Ang teknolohiya makatabang sa atong pag-eskwela."
dayrit_59.png,"Kinahanglan nato magtinabangay para sa kalinaw."
dayrit_60.png,"Mahalon jud ang presyo sa gasolina karon."
dayrit_61.png,"Asa ka dapit nagpuyo diri sa syudad?"
dayrit_62.png,"Ganahan ko maminaw og mga karaan nga kanta."
dayrit_63.png,"Ang akong igsoon kay nagtrabaho sa gawas."
dayrit_64.png,"Maayo unta og makapasar ko sa board exam."
dayrit_65.png,"Naghimo ko og research bahin sa artificial intelligence."
dayrit_66.png,"Ang mga guro kay dako og tabang sa kabatan-on."
dayrit_67.png,"Ayaw pag-usik og oras sa mga walay pulos."
dayrit_68.png,"Hapit na mahuman ang akong proyekto."
dayrit_69.png,"Kalami sa hangin diri sa bukid."
dayrit_70.png,"Mag-exercise ta para himsog ang atong lawas."
dayrit_71.png,"Asa ta makapalit og barato nga tela?"
dayrit_72.png,"Ang kinabuhi kay puno sa mga pagsulay."
dayrit_73.png,"Magpabilin kitang madasigon sa tanang higayon."
dayrit_74.png,"Unsa man ang imong gihunahuna karon?"
dayrit_75.png,"Maayong buntag sa inyong tanan nga ania diri."
dayrit_76.png,"Ang katarong mao ang labing maayong dalan."
dayrit_77.png,"Daghan og isda sa dagat karong panahona."
dayrit_78.png,"Pag-amping sa imong pagsakay og motor."
dayrit_79.png,"Gusto nako makahuman og eskwela para sa akong pamilya."
dayrit_80.png,"Ang paghigugma sa isig-katawo kay importante."
dayrit_81.png,"Kaning lugara kay karaan na kaayo."
dayrit_82.png,"Nagtuon ko unsaon pag-program sa Python."
dayrit_83.png,"Ang panaghiusa makapabaskog sa komunidad."
dayrit_84.png,"Daghan og nindot nga resorts sa Island Garden City of Samal."
dayrit_85.png,"Palihug ko og pasabot sa leksyon kagahapon."
dayrit_86.png,"Maayo jud nga naay plano sa dili pa molihok."
dayrit_87.png,"Asa dapit ang terminal sa jeep padulong sa Toril?"
dayrit_88.png,"Ganahan ko sa baho sa bag-ong nilabhan nga sanina."
dayrit_89.png,"Ang kabatan-on mao ang paglaum sa nasud."
macarimbang_1.jpg,"Mahalaga ang IT staff sa organisasyon"
macarimbang_2.jpg,"Sila ang nag-aayos ng computer"
macarimbang_3.jpg,"Tinutulungan nila ang mga empleyado"
macarimbang_4.jpg,"Pinapanatili nila ang internet connection"
macarimbang_5.jpg,"Sila ang nagse-secure ng data"
macarimbang_6.jpg,"Nag-iinstall sila ng software"
macarimbang_7.jpg,"Mahalaga sila sa network system"
macarimbang_8.jpg,"Inaayos nila ang technical issues"
macarimbang_9.jpg,"Pinoprotektahan nila ang system"
macarimbang_10.jpg,"Nagba-backup sila ng files"
macarimbang_11.jpg,"Tinutulungan nila ang komunikasyon"
macarimbang_12.jpg,"Mahalaga sila sa online operations"
macarimbang_13.jpg,"Nagse-set up sila ng email"
macarimbang_14.jpg,"Pinapadali nila ang trabaho"
macarimbang_15.jpg,"Nagmo-monitor sila ng servers"
macarimbang_16.jpg,"Mahalaga sila sa cybersecurity"
macarimbang_17.jpg,"Nag-uupdate sila ng systems"
macarimbang_18.jpg,"Inaayos nila ang software errors"
macarimbang_19.jpg,"Mahalaga sila sa productivity"
macarimbang_20.jpg,"Nag-aayos sila ng printers"
macarimbang_21.jpg,"Pinapanatili nila ang seguridad"
macarimbang_22.jpg,"Mahalaga sila sa cloud systems"
macarimbang_23.jpg,"Nagmo-monitor sila ng performance"
macarimbang_24.jpg,"Tinutulungan nila ang data protection"
macarimbang_25.jpg,"Gumagawa sila ng IT solutions"
macarimbang_26.jpg,"Mahalaga sila sa automation"
macarimbang_27.jpg,"Nag-iinstall sila ng antivirus"
macarimbang_28.jpg,"Inaayos nila ang database"
macarimbang_29.jpg,"Mahalaga sila sa data privacy"
macarimbang_30.jpg,"Nagco-configure sila ng security"
macarimbang_31.jpg,"Tinutulungan nila ang system efficiency"
macarimbang_32.jpg,"Mahalaga sila sa digital records"
macarimbang_33.jpg,"Nagmo-monitor sila ng internet usage"
macarimbang_34.jpg,"Tinutulungan nila ang online security"
macarimbang_35.jpg,"Mahalaga sila sa IT resources"
macarimbang_36.jpg,"Nag-aayos sila ng access issues"
macarimbang_37.jpg,"Pinapadali nila ang pagpapalitan ng files"
macarimbang_38.jpg,"Malaki ang ambag nila sa pag-unlad ng ekonomiya"
macarimbang_39.jpg,"Naglalaan sila ng suportang teknikal"
macarimbang_40.jpg,"Nakakatulong sila sa mabilis na proseso ng serbisyo"
macarimbang_41.jpg,"Kritikal sila sa pang-araw-araw na operasyon ng negosyo"
macarimbang_42.jpg,"Sinusuri nila ang mga suliraning teknikal"
macarimbang_43.jpg,"Pinahuhusay nila ang takbo ng trabaho"
macarimbang_44.jpg,"Mahalaga ang kanilang papel sa company systems"
macarimbang_45.jpg,"Pinangangasiwaan nila ang user accounts"
macarimbang_46.jpg,"Sumusuporta sila sa remote working setup"
macarimbang_47.jpg,"Sumusuporta sila sa remote working setup"
macarimbang_48.jpg,"Responsable sila sa pagpapanatili ng system"
macarimbang_49.jpg,"Kinukumpuni nila ang mga hardware devices"
macarimbang_50.jpg,"Nangangasiwa sila sa software updates"
macarimbang_51.jpg,"Kailangan sila sa makabagong workplace"
macarimbang_52.jpg,"Nagsasagawa sila ng IT orientation at training"
macarimbang_53.jpg,"Sinusuportahan nila ang communication platforms"
macarimbang_54.jpg,"Mahalaga sila sa virtual meetings"
macarimbang_55.jpg,"Pinoprotektahan nila ang network connections"
macarimbang_56.jpg,"Pinamamahalaan nila ang digital operations"
macarimbang_57.jpg,"Nagbibigay sila ng mabilis na system access"
macarimbang_58.jpg,"Inaaksyunan nila ang login concerns"
macarimbang_59.jpg,"Umaalalay sila sa mga empleyado araw-araw"
macarimbang_60.jpg,"Eksperto sila sa troubleshooting ng systems"
macarimbang_61.jpg,"Nagbibigay sila ng agarang technical help"
macarimbang_62.jpg,"Pinapahusay nila ang workflow process"
macarimbang_63.jpg,"Responsable sila sa maayos na data handling"
macarimbang_64.jpg,"Binabantayan nila ang seguridad ng impormasyon"
macarimbang_65.jpg,"Sinusuportahan nila ang office technology systems"
gabito__001.jpg,"Kanina ay nagising ako at ang unan ko tila may sariling buhay"
gabito__002.jpg,"Tumalon- talon ako sa kama habang akoy natutulog"
gabito__003.jpg,"Sabi ng aso ko, Ma, wag no akong kalimutan."
gabito__004.jpg,"Kaya kinuha ko ang tasa, pero natapon"
gabito__005.jpg,"Pero ang kape, naupo sa mesa at nagalit."
gabito__006.jpg,"Pero akoy natutulog parin."
gabito__007.jpg,"Bigla kong naisip kailangan ko ng kape."
gabito__008.jpg,"Ang tubig sumayad sa paa ko"
gabito__009.jpg,"Pero nadulas parin ako sa sabon"
gabito__010.jpg,"Sabi ko, Akoy'y master chef ng kusina"
gabito__011.jpg,"Ang cake nagpasalamat sa mga tawa namin"
gabito__012.jpg,"Naglakad kami sa labas ng bahay para magpahangin"
gabito__013.jpg,"Tumakbo kami pabalik sa loob Pero sobrang basa namin"
gabito__014.jpg,"Ako umupo sa tabi nila tumawa sa lahat ng nangyari"
gabito__015.jpg,"Ang aso't pusa natulog sa sofa"
gabito__016.jpg,"Tumalbo ako sa palikuran para hindi madulas"
gabito__017.jpg,"Habang naglalakad, nakita ko si tita"
gabito__018.jpg,"Sabi ko, Tita parang oven ang bakuran"
gabito__019.jpg,"Tinali ko siya, pero parang may sariling plano"
gabito__020.jpg,"Tumalon siya sa silya at nakahiga"
gabito__021.jpg,"Tumawa ang lahat, kahit hindi nila nakita"
gabito__022.jpg,"Tiningnan ko pero may langgan na nakaupo sa tasa"
gabito__023.jpg,"Tumawa ang cake at humikab"
gabito__024.jpg,"Ang itlog ay nakasabay sa sayaw"
gabito__025.jpg,"Sabi ko, Siguro may araw parin sa huli."
gabito__026.jpg,"Tumakbo siya palabas ng bahay"
gabito__027.jpg,"Baka mas matapang siya saakin"
gabito__028.jpg,"Pero nagkataon, tama ang landing niya"
gabito__029.jpg,"Ang itlog nagbiro pa, salamat sa welcome!"
gabito__030.jpg,"Huminga ako ng malalim"
gabito__031.jpg,"Pero may aso na naglalaro sa paa ko"
gabito__032.jpg,"Bigla akong naalala, may meeting pala ako."
gabito__033.jpg,"Sabi ko sigi pero isang slice lang"
gabito__034.jpg,"Sabi  niya, Anong balita"
gabito__035.jpg,"Ang langgam sumali din pero medyo awkward"
gabito__036.jpg,"Sa labas, may ibon na naglalakad sa bakuran."
gabito__037.jpg,"Sabi niya, Ang init ngayon no"
gabito__038.jpg,"Sumigaw ako, Hindi diyan ka lalapag!"
gabito__039.jpg,"Tumakbo ako sa kusina"
gabito__040.jpg,"Sinubukan kong takutin siya, pero hindi ako natakot."
gabito__041.jpg,"Sabi niya, Relax lang, Ma."
gabito__042.jpg,"Pero sa zoom puro taas lang ang nakikita"
gabito__043.jpg,"Biglang pumasok ang hangin at naglaho ang papel"
gabito__044.jpg,"Pero biglang bumuhos ang malakas na ulan"
gabito__045.jpg,"Tumango ang ibon...o baka mukha lang niya yun"
gabito__046.jpg,"Sabi ko, Hindi kita pinapaniwalaan."
gabito__047.jpg,"Tawa siya at tumalon sa hagdan"
gabito__048.jpg,"Biglang may langgam sa mesa."
gabito__049.jpg,"Tumalon ang itlog sa kawali"
gabito__050.jpg,"Nakita ko ang itlog, parang nag aaaway sa isa't isa."
gabito__051.jpg,"Sabi ng boss, Maganda ang shirt mo."
gabito__052.jpg,"Nakalimutan ko ang kape ko sa mesa"
gabito__053.jpg,"Tumalon siya sa lababo."
gabito__054.jpg,"Sabi ng cake, Libre ka ba?"
gabito__055.jpg,"Sabi niya, Para sa ating magic morning"
gabito__056.jpg,"Akala ko, tao siya, kaya binati ko."
gabito__057.jpg,"Pero ang tinapay, nawala sa plato"
gabito__058.jpg,"Sabi ng pusa, Hindi ko po yun ginawa."
gabito__059.jpg,"Sabi ng itlog, Sino ka ba?"
gabito__060.jpg,"Nakasuot ako ng tshirt, short at tsinelas."
gabito__061.jpg,"Sabi ko, Salamat po, pero wala akong pants"
gabito__062.jpg,"Sabi ko, Uy ikaw nanaman!"
gabito__063.jpg,"Pagbukas ko ng ref, may cake na naglalakad sa shelf."
gabito__064.jpg,"Tumawag ang kaibigan ko sa teleponon"
gabito__065.jpg,"Sabi ko, puro magic ang bahay ko nagyon."
